OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,OrderQuantity,DiscountApplied,UnitCost,UnitPrice,TotalRevenue,TotalCost,Profit,DiscountedRevenue
"SO - 0002667",Distributor,WARE-UHY1004,2018-10-27,2019-03-30,2019-04-13,2019-04-18,USD,21,9,244,37,7,0.15,726.01,864.3,6050.1,5082.07,968.03,5142.58
"SO - 0002671",Wholesale,WARE-NBV1002,2019-02-04,2019-03-31,2019-04-04,2019-04-06,USD,26,2,87,44,3,0.1,194.64,234.5,703.5,583.92,119.58,633.15
"SO - 0002674",Wholesale,WARE-MKL1006,2018-10-27,2019-03-31,2019-04-07,2019-04-13,USD,27,37,364,13,5,0.075,91.12,227.8,1139,455.6,683.4,1053.58
"SO - 0002678",In-Store,WARE-NMK1003,2018-10-27,2019-04-01,2019-04-26,2019-05-01,USD,5,39,180,39,3,0.4,581.56,830.8,2492.4,1744.68,747.72,1495.44
"SO - 0002679",Online,WARE-PUJ1005,2019-02-04,2019-04-01,2019-04-24,2019-04-28,USD,20,46,297,7,3,0.1,711.94,924.6,2773.8,2135.82,637.98,2496.42
"SO - 0002682",Online,WARE-MKL1006,2019-02-04,2019-04-01,2019-04-20,2019-04-25,USD,14,3,333,8,1,0.05,513.76,951.4,951.4,513.76,437.64,903.83
"SO - 0002688",Distributor,WARE-PUJ1005,2018-10-27,2019-04-02,2019-04-23,2019-04-27,USD,21,36,276,40,5,0.3,591.74,924.6,4623,2958.7,1664.3,3236.1
"SO - 0002695",In-Store,WARE-MKL1006,2019-02-04,2019-04-03,2019-04-09,2019-04-15,USD,3,43,350,32,3,0.1,173.53,234.5,703.5,520.59,182.91,633.15
"SO - 0002697",Distributor,WARE-PUJ1005,2019-02-04,2019-04-03,2019-04-09,2019-04-16,USD,25,38,322,1,2,0.075,553.96,710.2,1420.4,1107.92,312.48,1313.87
"SO - 0002708",In-Store,WARE-NMK1003,2019-02-04,2019-04-04,2019-04-09,2019-04-11,USD,8,18,146,31,8,0.075,143.72,261.3,2090.4,1149.76,940.64,1933.62
"SO - 0002709",Wholesale,WARE-NMK1003,2018-10-27,2019-04-04,2019-04-20,2019-04-28,USD,26,4,147,13,3,0.05,152.63,227.8,683.4,457.89,225.51,649.23
"SO - 0002711",Online,WARE-UHY1004,2018-10-27,2019-04-04,2019-04-21,2019-05-01,USD,16,17,237,23,1,0.05,219.76,268,268,219.76,48.24,254.6
"SO - 0002717",Online,WARE-NBV1002,2019-02-04,2019-04-05,2019-04-17,2019-04-18,USD,12,17,66,47,8,0.075,579.28,877.7,7021.6,4634.24,2387.36,6494.98
"SO - 0002724",In-Store,WARE-PUJ1005,2018-10-27,2019-04-06,2019-04-14,2019-04-22,USD,4,12,266,3,1,0.05,117.25,234.5,234.5,117.25,117.25,222.78
"SO - 0002730",Distributor,WARE-PUJ1005,2018-10-27,2019-04-06,2019-04-24,2019-05-02,USD,25,4,279,34,7,0.05,91.92,187.6,1313.2,643.44,669.76,1247.54
"SO - 0002738",In-Store,WARE-PUJ1005,2019-02-04,2019-04-07,2019-05-01,2019-05-11,USD,11,20,262,31,7,0.05,371.65,864.3,6050.1,2601.55,3448.55,5747.6
"SO - 0002746",Wholesale,WARE-PUJ1005,2019-02-04,2019-04-08,2019-04-26,2019-05-01,USD,26,9,300,12,1,0.05,82.08,167.5,167.5,82.08,85.42,159.12
"SO - 0002748",Distributor,WARE-MKL1006,2018-10-27,2019-04-08,2019-04-29,2019-05-04,USD,24,19,348,20,7,0.075,146.33,174.2,1219.4,1024.31,195.09,1127.95
"SO - 0002751",In-Store,WARE-XYS1001,2018-10-27,2019-04-08,2019-04-24,2019-04-29,USD,4,1,19,28,4,0.05,547.93,944.7,3778.8,2191.72,1587.08,3589.86
"SO - 0002755",Distributor,WARE-NMK1003,2018-10-27,2019-04-09,2019-05-01,2019-05-10,USD,21,48,119,12,5,0.05,606.02,904.5,4522.5,3030.1,1492.4,4296.38
"SO - 0002757",Online,WARE-NMK1003,2018-10-27,2019-04-09,2019-04-25,2019-04-28,USD,16,21,200,29,5,0.075,103.85,167.5,837.5,519.25,318.25,774.69
"SO - 0002758",Online,WARE-NMK1003,2019-02-04,2019-04-09,2019-04-19,2019-04-20,USD,17,14,132,7,8,0.05,642.2,904.5,7236,5137.6,2098.4,6874.2
"SO - 0002761",Online,WARE-NMK1003,2018-10-27,2019-04-10,2019-04-24,2019-05-04,USD,13,45,124,35,5,0.4,806.35,971.5,4857.5,4031.75,825.75,2914.5
"SO - 0002763",Online,WARE-NBV1002,2019-02-04,2019-04-10,2019-04-24,2019-04-30,USD,12,33,76,41,5,0.1,156.18,247.9,1239.5,780.9,458.6,1115.55
"SO - 0002765",In-Store,WARE-NMK1003,2019-02-04,2019-04-10,2019-05-06,2019-05-09,USD,1,27,196,8,7,0.1,139.03,167.5,1172.5,973.21,199.29,1055.25
"SO - 0002770",In-Store,WARE-MKL1006,2018-10-27,2019-04-10,2019-04-17,2019-04-21,USD,2,32,342,22,3,0.1,166.5,234.5,703.5,499.5,204,633.15
"SO - 0002775",Distributor,WARE-NMK1003,2018-10-27,2019-04-11,2019-05-01,2019-05-03,USD,21,1,105,29,4,0.075,502.3,984.9,3939.6,2009.2,1930.4,3644.13
"SO - 0002778",Online,WARE-MKL1006,2018-10-27,2019-04-12,2019-04-27,2019-04-30,USD,18,3,339,11,7,0.1,168.24,207.7,1453.9,1177.68,276.22,1308.51
"SO - 0002783",Online,WARE-NMK1003,2018-10-27,2019-04-13,2019-05-02,2019-05-06,USD,17,41,177,43,5,0.1,117.25,167.5,837.5,586.25,251.25,753.75
"SO - 0002785",Wholesale,WARE-XYS1001,2018-10-27,2019-04-13,2019-04-16,2019-04-21,USD,28,37,58,44,4,0.05,686.15,891.1,3564.4,2744.6,819.8,3386.18
"SO - 0002794",In-Store,WARE-NMK1003,2019-02-04,2019-04-14,2019-04-17,2019-04-23,USD,9,11,108,39,8,0.075,99.16,247.9,1983.2,793.28,1189.92,1834.46
"SO - 0002808",Online,WARE-NMK1003,2019-02-04,2019-04-15,2019-05-12,2019-05-17,USD,19,15,97,39,6,0.2,694.12,991.6,5949.6,4164.72,1784.88,4759.68
"SO - 0002810",Online,WARE-NMK1003,2019-02-04,2019-04-16,2019-05-08,2019-05-10,USD,17,26,185,16,6,0.1,614.86,891.1,5346.6,3689.16,1657.44,4811.94
"SO - 0002811",Distributor,WARE-PUJ1005,2019-02-04,2019-04-16,2019-04-29,2019-05-04,USD,21,45,325,12,4,0.05,150.21,254.6,1018.4,600.84,417.56,967.48
"SO - 0002816",Online,WARE-NMK1003,2018-10-27,2019-04-16,2019-05-09,2019-05-15,USD,16,20,153,23,5,0.4,383.24,871,4355,1916.2,2438.8,2613
"SO - 0002831",In-Store,WARE-UHY1004,2019-02-04,2019-04-18,2019-04-27,2019-04-28,USD,3,47,219,33,4,0.05,334.2,777.2,3108.8,1336.8,1772,2953.36
"SO - 0002835",Wholesale,WARE-PUJ1005,2019-02-04,2019-04-19,2019-04-29,2019-05-02,USD,28,6,266,45,8,0.15,430.94,897.8,7182.4,3447.52,3734.88,6105.04
"SO - 0002839",Distributor,WARE-NMK1003,2019-02-04,2019-04-19,2019-04-26,2019-05-06,USD,23,9,96,23,6,0.075,474.96,931.3,5587.8,2849.76,2738.04,5168.72
"SO - 0002841",Online,WARE-NMK1003,2018-10-27,2019-04-19,2019-05-13,2019-05-19,USD,20,21,163,6,7,0.3,419.02,710.2,4971.4,2933.14,2038.26,3479.98
"SO - 0002858",Online,WARE-NMK1003,2019-02-04,2019-04-22,2019-05-18,2019-05-26,USD,13,37,107,40,4,0.075,104.52,201,804,418.08,385.92,743.7
"SO - 0002867",In-Store,WARE-MKL1006,2019-02-04,2019-04-23,2019-05-03,2019-05-13,USD,3,37,339,30,3,0.2,84.42,187.6,562.8,253.26,309.54,450.24
"SO - 0002869",Online,WARE-NBV1002,2019-02-04,2019-04-23,2019-04-26,2019-05-04,USD,18,6,75,2,5,0.075,206.36,268,1340,1031.8,308.2,1239.5
"SO - 0002871",Wholesale,WARE-NMK1003,2019-02-04,2019-04-23,2019-05-14,2019-05-15,USD,27,9,190,13,1,0.1,806.35,971.5,971.5,806.35,165.15,874.35
"SO - 0002873",Distributor,WARE-MKL1006,2019-02-04,2019-04-24,2019-04-29,2019-05-09,USD,21,38,332,41,3,0.3,157.38,194.3,582.9,472.14,110.76,408.03
"SO - 0002875",In-Store,WARE-MKL1006,2019-02-04,2019-04-24,2019-05-15,2019-05-18,USD,10,3,341,13,4,0.05,104.52,174.2,696.8,418.08,278.72,661.96
"SO - 0002887",In-Store,WARE-UHY1004,2019-02-04,2019-04-25,2019-05-17,2019-05-26,USD,3,34,241,25,8,0.05,68.68,167.5,1340,549.44,790.56,1273
"SO - 0002895",Online,WARE-NMK1003,2019-02-04,2019-04-25,2019-05-18,2019-05-26,USD,19,38,110,40,2,0.1,115.78,241.2,482.4,231.56,250.84,434.16
"SO - 0002897",In-Store,WARE-UHY1004,2018-10-27,2019-04-25,2019-05-23,2019-05-26,USD,7,7,260,2,3,0.075,142.91,180.9,542.7,428.73,113.97,502
"SO - 0002900",In-Store,WARE-NMK1003,2018-10-27,2019-04-26,2019-05-01,2019-05-09,USD,10,16,203,29,6,0.2,696.47,904.5,5427,4178.82,1248.18,4341.6
"SO - 0002901",Distributor,WARE-PUJ1005,2019-02-04,2019-04-26,2019-05-19,2019-05-29,USD,23,31,266,9,8,0.075,198.59,261.3,2090.4,1588.72,501.68,1933.62
"SO - 0002906",Distributor,WARE-MKL1006,2018-10-27,2019-04-26,2019-04-28,2019-05-05,USD,23,34,337,9,3,0.075,116.71,174.2,522.6,350.13,172.47,483.4
"SO - 0002909",Distributor,WARE-PUJ1005,2018-10-27,2019-04-27,2019-05-24,2019-05-31,USD,23,35,327,46,2,0.05,182.24,227.8,455.6,364.48,91.12,432.82
"SO - 0002911",Online,WARE-XYS1001,2019-02-04,2019-04-27,2019-05-24,2019-05-25,USD,19,37,1,22,6,0.075,665.18,911.2,5467.2,3991.08,1476.12,5057.16
"SO - 0002913",In-Store,WARE-MKL1006,2019-02-04,2019-04-27,2019-05-12,2019-05-18,USD,4,21,361,38,3,0.075,617.47,857.6,2572.8,1852.41,720.39,2379.84
"SO - 0002915",In-Store,WARE-XYS1001,2018-10-27,2019-04-27,2019-05-05,2019-05-13,USD,8,29,25,13,2,0.1,367.16,917.9,1835.8,734.32,1101.48,1652.22
"SO - 0002919",Wholesale,WARE-XYS1001,2019-02-04,2019-04-27,2019-04-29,2019-04-30,USD,25,39,41,15,1,0.3,806.35,971.5,971.5,806.35,165.15,680.05
"SO - 0002922",Online,WARE-XYS1001,2019-02-04,2019-04-27,2019-05-23,2019-05-25,USD,15,44,2,2,4,0.05,123.95,247.9,991.6,495.8,495.8,942.02
"SO - 0002928",In-Store,WARE-UHY1004,2018-10-27,2019-04-28,2019-05-07,2019-05-11,USD,5,24,248,39,5,0.1,190.95,254.6,1273,954.75,318.25,1145.7
"SO - 0002931",In-Store,WARE-XYS1001,2019-02-04,2019-04-28,2019-05-10,2019-05-17,USD,1,45,39,25,7,0.4,182.91,234.5,1641.5,1280.37,361.13,984.9
"SO - 0002933",Online,WARE-XYS1001,2019-02-04,2019-04-28,2019-05-11,2019-05-14,USD,13,40,17,29,8,0.05,151.96,180.9,1447.2,1215.68,231.52,1374.84
"SO - 0002937",In-Store,WARE-UHY1004,2019-02-04,2019-04-29,2019-05-17,2019-05-25,USD,6,33,244,13,5,0.05,680.72,850.9,4254.5,3403.6,850.9,4041.78
"SO - 0002965",In-Store,WARE-UHY1004,2019-02-04,2019-05-03,2019-05-22,2019-05-26,USD,2,17,210,27,4,0.075,110.55,167.5,670,442.2,227.8,619.75
"SO - 0002971",Distributor,WARE-XYS1001,2019-02-04,2019-05-03,2019-05-08,2019-05-10,USD,20,14,26,22,3,0.075,90.45,167.5,502.5,271.35,231.15,464.81
"SO - 0002972",Online,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-14,2019-05-22,USD,14,11,318,3,8,0.075,379.89,844.2,6753.6,3039.12,3714.48,6247.08
"SO - 0002976",Distributor,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-24,2019-05-27,USD,24,20,89,28,5,0.05,730.7,891.1,4455.5,3653.5,802,4232.73
"SO - 0002980",Wholesale,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-11,2019-05-13,USD,27,30,126,15,1,0.15,778.07,984.9,984.9,778.07,206.83,837.16
"SO - 0002983",In-Store,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-16,2019-05-26,USD,7,50,291,32,3,0.1,164.02,227.8,683.4,492.06,191.34,615.06
"SO - 0002986",Distributor,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-10,2019-05-13,USD,22,45,251,32,2,0.4,88.17,187.6,375.2,176.34,198.86,225.12
"SO - 0002987",Online,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-26,2019-05-28,USD,15,42,241,18,3,0.05,333.79,710.2,2130.6,1001.37,1129.23,2024.07
"SO - 0002989",Online,WARE-XYS1001,2019-02-04,2019-05-04,2019-05-08,2019-05-18,USD,17,25,45,23,7,0.1,418.62,951.4,6659.8,2930.34,3729.46,5993.82
"SO - 0002993",Online,WARE-MKL1006,2019-02-04,2019-05-05,2019-05-27,2019-05-30,USD,14,27,345,2,6,0.2,679.38,871,5226,4076.28,1149.72,4180.8
"SO - 0002998",Distributor,WARE-NMK1003,2019-02-04,2019-05-05,2019-05-27,2019-06-05,USD,24,32,127,26,1,0.075,117.12,254.6,254.6,117.12,137.48,235.5
"SO - 0003008",Online,WARE-NMK1003,2019-02-04,2019-05-07,2019-05-09,2019-05-11,USD,15,14,141,28,6,0.3,403.07,857.6,5145.6,2418.42,2727.18,3601.92
"SO - 0003011",In-Store,WARE-NBV1002,2019-02-04,2019-05-07,2019-05-29,2019-06-06,USD,9,24,75,17,4,0.2,618.41,951.4,3805.6,2473.64,1331.96,3044.48
"SO - 0003013",In-Store,WARE-NBV1002,2019-02-04,2019-05-07,2019-05-23,2019-05-31,USD,5,7,87,36,6,0.075,500.69,944.7,5668.2,3004.14,2664.06,5243.08
"SO - 0003019",Distributor,WARE-NMK1003,2019-02-04,2019-05-08,2019-05-28,2019-06-03,USD,24,47,197,1,3,0.075,211.32,254.6,763.8,633.96,129.84,706.52
"SO - 0003021",In-Store,WARE-NMK1003,2019-02-04,2019-05-08,2019-05-22,2019-05-23,USD,4,9,100,29,8,0.1,421.97,897.8,7182.4,3375.76,3806.64,6464.16
"SO - 0003024",In-Store,WARE-NMK1003,2019-02-04,2019-05-09,2019-05-13,2019-05-19,USD,4,11,100,31,4,0.05,147.94,214.4,857.6,591.76,265.84,814.72
"SO - 0003030",Wholesale,WARE-UHY1004,2019-02-04,2019-05-09,2019-06-03,2019-06-04,USD,26,47,217,8,6,0.1,153.5,194.3,1165.8,921,244.8,1049.22
"SO - 0003031",Online,WARE-PUJ1005,2019-02-04,2019-05-09,2019-05-29,2019-06-02,USD,17,47,263,6,2,0.15,180.77,254.6,509.2,361.54,147.66,432.82
"SO - 0003036",In-Store,WARE-PUJ1005,2019-02-04,2019-05-10,2019-05-14,2019-05-17,USD,1,31,327,35,5,0.15,104.92,194.3,971.5,524.6,446.9,825.78
"SO - 0003038",Online,WARE-NMK1003,2019-02-04,2019-05-10,2019-05-31,2019-06-01,USD,17,27,163,39,1,0.15,97.55,174.2,174.2,97.55,76.65,148.07
"SO - 0003045",Online,WARE-NMK1003,2019-02-04,2019-05-11,2019-05-23,2019-05-26,USD,20,27,114,43,8,0.05,101.04,194.3,1554.4,808.32,746.08,1476.68
"SO - 0003049",Online,WARE-UHY1004,2019-02-04,2019-05-11,2019-06-08,2019-06-12,USD,18,49,245,21,4,0.1,501.16,737,2948,2004.64,943.36,2653.2
"SO - 0003050",Online,WARE-UHY1004,2019-02-04,2019-05-11,2019-06-01,2019-06-02,USD,13,3,212,47,1,0.3,123.01,227.8,227.8,123.01,104.79,159.46
"SO - 0003052",Online,WARE-XYS1001,2019-02-04,2019-05-11,2019-05-18,2019-05-24,USD,20,25,58,41,7,0.05,756.9,958.1,6706.7,5298.3,1408.4,6371.36
"SO - 0003053",In-Store,WARE-NMK1003,2019-02-04,2019-05-11,2019-05-21,2019-05-26,USD,1,18,136,44,1,0.15,354.56,844.2,844.2,354.56,489.64,717.57
"SO - 0003058",In-Store,WARE-NMK1003,2019-02-04,2019-05-12,2019-05-24,2019-05-28,USD,3,6,99,9,4,0.075,163.21,194.3,777.2,652.84,124.36,718.91
"SO - 0003066",Distributor,WARE-XYS1001,2019-02-04,2019-05-13,2019-05-26,2019-06-05,USD,24,38,14,28,4,0.4,117.59,180.9,723.6,470.36,253.24,434.16
"SO - 0003068",Distributor,WARE-NBV1002,2019-02-04,2019-05-13,2019-05-28,2019-06-03,USD,22,20,68,40,5,0.15,152.63,227.8,1139,763.15,375.85,968.15
"SO - 0003077",In-Store,WARE-NMK1003,2019-02-04,2019-05-14,2019-05-31,2019-06-01,USD,3,30,188,28,7,0.075,395.57,824.1,5768.7,2768.99,2999.71,5336.05
"SO - 0003078",Online,WARE-NMK1003,2019-02-04,2019-05-14,2019-06-05,2019-06-07,USD,17,26,89,43,6,0.05,645.81,797.3,4783.8,3874.86,908.94,4544.61
"SO - 0003081",Wholesale,WARE-MKL1006,2019-02-04,2019-05-15,2019-05-17,2019-05-19,USD,28,13,341,38,5,0.075,512.22,931.3,4656.5,2561.1,2095.4,4307.26
"SO - 0003086",In-Store,WARE-UHY1004,2019-02-04,2019-05-16,2019-05-26,2019-05-31,USD,7,13,228,2,6,0.15,136.68,201,1206,820.08,385.92,1025.1
"SO - 0003092",Wholesale,WARE-XYS1001,2019-02-04,2019-05-17,2019-06-14,2019-06-16,USD,27,48,36,23,8,0.05,345.12,676.7,5413.6,2760.96,2652.64,5142.92
"SO - 0003095",Online,WARE-NMK1003,2019-02-04,2019-05-17,2019-06-07,2019-06-14,USD,16,23,199,24,1,0.1,655.19,850.9,850.9,655.19,195.71,765.81
"SO - 0003098",Online,WARE-UHY1004,2019-02-04,2019-05-17,2019-06-10,2019-06-19,USD,15,17,205,30,2,0.2,95.54,207.7,415.4,191.08,224.32,332.32
"SO - 0003101",Distributor,WARE-UHY1004,2019-02-04,2019-05-19,2019-06-16,2019-06-24,USD,24,22,218,11,5,0.075,512.95,884.4,4422,2564.75,1857.25,4090.35
"SO - 0003110",In-Store,WARE-NMK1003,2019-02-04,2019-05-20,2019-05-27,2019-05-30,USD,2,50,140,39,4,0.05,569.23,964.8,3859.2,2276.92,1582.28,3666.24
"SO - 0003114",Distributor,WARE-MKL1006,2019-02-04,2019-05-20,2019-06-17,2019-06-27,USD,24,29,345,11,3,0.075,206.23,254.6,763.8,618.69,145.11,706.52
"SO - 0003128",Online,WARE-NMK1003,2019-02-04,2019-05-21,2019-05-27,2019-05-31,USD,19,1,186,45,8,0.075,664.37,991.6,7932.8,5314.96,2617.84,7337.84
"SO - 0003129",Online,WARE-PUJ1005,2019-02-04,2019-05-22,2019-06-10,2019-06-14,USD,16,25,324,46,3,0.075,428.8,857.6,2572.8,1286.4,1286.4,2379.84
"SO - 0003138",Distributor,WARE-PUJ1005,2019-02-04,2019-05-22,2019-05-24,2019-05-26,USD,23,38,303,41,6,0.05,761.86,917.9,5507.4,4571.16,936.24,5232.03
"SO - 0003143",Online,WARE-XYS1001,2019-02-04,2019-05-23,2019-05-25,2019-05-30,USD,20,39,37,40,8,0.1,118.46,174.2,1393.6,947.68,445.92,1254.24
"SO - 0003144",In-Store,WARE-NMK1003,2019-02-04,2019-05-23,2019-05-27,2019-05-30,USD,3,49,178,2,4,0.1,630.34,750.4,3001.6,2521.36,480.24,2701.44
"SO - 0003147",Wholesale,WARE-UHY1004,2019-02-04,2019-05-23,2019-06-05,2019-06-10,USD,26,50,208,5,4,0.075,108.54,241.2,964.8,434.16,530.64,892.44
"SO - 0003149",Wholesale,WARE-NMK1003,2019-02-04,2019-05-24,2019-06-05,2019-06-15,USD,26,35,157,39,6,0.15,699.28,984.9,5909.4,4195.68,1713.72,5022.99
"SO - 0003164",Wholesale,WARE-UHY1004,2019-02-04,2019-05-25,2019-06-22,2019-06-23,USD,27,14,212,3,5,0.075,353.76,884.4,4422,1768.8,2653.2,4090.35
"SO - 0003166",In-Store,WARE-MKL1006,2019-02-04,2019-05-25,2019-06-09,2019-06-16,USD,10,20,351,43,8,0.15,449.44,864.3,6914.4,3595.52,3318.88,5877.24
"SO - 0003169",In-Store,WARE-PUJ1005,2019-02-04,2019-05-26,2019-06-11,2019-06-18,USD,10,19,328,22,6,0.05,123.95,247.9,1487.4,743.7,743.7,1413.03
"SO - 0003177",In-Store,WARE-NMK1003,2019-02-04,2019-05-27,2019-06-14,2019-06-18,USD,3,1,197,34,6,0.075,128.24,194.3,1165.8,769.44,396.36,1078.36
"SO - 0003178",In-Store,WARE-XYS1001,2019-02-04,2019-05-27,2019-06-11,2019-06-18,USD,5,38,6,31,2,0.1,368.5,737,1474,737,737,1326.6
"SO - 0003189",Online,WARE-NBV1002,2019-02-04,2019-05-27,2019-06-17,2019-06-25,USD,19,1,73,43,3,0.05,406.22,864.3,2592.9,1218.66,1374.24,2463.26
"SO - 0003190",Wholesale,WARE-XYS1001,2019-02-04,2019-05-28,2019-06-15,2019-06-21,USD,27,28,5,41,5,0.15,160.8,201,1005,804,201,854.25
"SO - 0003191",In-Store,WARE-NMK1003,2019-02-04,2019-05-28,2019-06-15,2019-06-20,USD,2,43,99,20,2,0.05,627.12,964.8,1929.6,1254.24,675.36,1833.12
"SO - 0003192",Wholesale,WARE-PUJ1005,2019-02-04,2019-05-28,2019-06-05,2019-06-06,USD,28,3,311,10,5,0.1,150.08,214.4,1072,750.4,321.6,964.8
"SO - 0003212",Online,WARE-UHY1004,2019-02-04,2019-05-30,2019-06-17,2019-06-21,USD,17,50,254,6,2,0.05,109.34,227.8,455.6,218.68,236.92,432.82
"SO - 0003213",Distributor,WARE-NMK1003,2019-02-04,2019-05-30,2019-06-13,2019-06-22,USD,25,13,120,9,4,0.05,324.35,690.1,2760.4,1297.4,1463,2622.38
"SO - 0003215",Online,WARE-XYS1001,2019-02-04,2019-05-30,2019-06-01,2019-06-09,USD,15,16,11,43,5,0.1,127.17,174.2,871,635.85,235.15,783.9
"SO - 0003216",Online,WARE-NMK1003,2019-02-04,2019-05-30,2019-06-13,2019-06-15,USD,17,25,146,18,5,0.2,119.39,221.1,1105.5,596.95,508.55,884.4
"SO - 0003217",In-Store,WARE-XYS1001,2019-02-04,2019-05-31,2019-06-14,2019-06-22,USD,9,12,44,30,4,0.05,93.8,234.5,938,375.2,562.8,891.1
"SO - 0003220",In-Store,WARE-NMK1003,2019-02-04,2019-05-31,2019-06-04,2019-06-08,USD,9,4,167,1,8,0.075,497.41,857.6,6860.8,3979.28,2881.52,6346.24
"SO - 0003236",Online,WARE-NMK1003,2019-02-04,2019-06-01,2019-06-25,2019-06-28,USD,12,8,198,3,3,0.075,120.47,194.3,582.9,361.41,221.49,539.18
"SO - 0003254",In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-18,2019-06-19,USD,9,7,96,3,5,0.2,528.5,777.2,3886,2642.5,1243.5,3108.8
"SO - 0003255",Online,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-26,2019-06-29,USD,14,40,149,37,1,0.1,756.3,911.2,911.2,756.3,154.9,820.08
"SO - 0003260",In-Store,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-13,2019-06-21,USD,6,49,143,8,1,0.075,711.94,924.6,924.6,711.94,212.66,855.26
"SO - 0003263",Online,WARE-NMK1003,2019-02-04,2019-06-03,2019-06-23,2019-06-29,USD,13,26,90,38,7,0.05,669.33,904.5,6331.5,4685.31,1646.19,6014.92
"SO - 0003264",Distributor,WARE-UHY1004,2019-02-04,2019-06-04,2019-06-17,2019-06-20,USD,21,3,260,37,3,0.05,192.29,234.5,703.5,576.87,126.63,668.32
"SO - 0003266",In-Store,WARE-NMK1003,2019-02-04,2019-06-04,2019-06-27,2019-07-05,USD,9,24,178,28,2,0.1,153.7,207.7,415.4,307.4,108,373.86
"SO - 0003268",Online,WARE-UHY1004,2019-02-04,2019-06-04,2019-06-09,2019-06-14,USD,19,14,234,10,3,0.15,187.94,221.1,663.3,563.82,99.48,563.8
"SO - 0003270",In-Store,WARE-XYS1001,2019-02-04,2019-06-04,2019-06-30,2019-07-06,USD,12,31,27,19,4,0.05,160.8,268,1072,643.2,428.8,1018.4
"SO - 0003273",In-Store,WARE-MKL1006,2019-02-04,2019-06-05,2019-07-03,2019-07-08,USD,8,43,337,39,3,0.4,679.38,871,2613,2038.14,574.86,1567.8
"SO - 0003275",In-Store,WARE-NMK1003,2019-02-04,2019-06-05,2019-06-19,2019-06-21,USD,6,50,186,23,3,0.3,499.15,998.3,2994.9,1497.45,1497.45,2096.43
"SO - 0003299",Online,WARE-PUJ1005,2019-02-04,2019-06-09,2019-06-13,2019-06-15,USD,19,48,302,22,7,0.075,151.96,241.2,1688.4,1063.72,624.68,1561.77
"SO - 0003303",In-Store,WARE-NBV1002,2019-02-04,2019-06-09,2019-06-11,2019-06-12,USD,11,27,69,46,1,0.05,614.39,877.7,877.7,614.39,263.31,833.82
"SO - 0003308",Online,WARE-NBV1002,2019-02-04,2019-06-10,2019-07-01,2019-07-11,USD,18,19,78,34,8,0.075,93.8,167.5,1340,750.4,589.6,1239.5
"SO - 0003324",Online,WARE-NMK1003,2019-02-04,2019-06-12,2019-06-19,2019-06-29,USD,16,49,171,22,1,0.05,173.53,247.9,247.9,173.53,74.37,235.5
"SO - 0003326",Online,WARE-NMK1003,2019-02-04,2019-06-12,2019-07-08,2019-07-09,USD,18,2,127,25,6,0.15,161.6,241.2,1447.2,969.6,477.6,1230.12
"SO - 0003327",Online,WARE-UHY1004,2019-02-04,2019-06-12,2019-06-14,2019-06-23,USD,16,30,248,20,3,0.075,202.61,241.2,723.6,607.83,115.77,669.33
"SO - 0003331",In-Store,WARE-NMK1003,2019-02-04,2019-06-12,2019-06-23,2019-06-30,USD,9,8,149,26,1,0.075,118.93,167.5,167.5,118.93,48.57,154.94
"SO - 0003335",Distributor,WARE-NMK1003,2019-02-04,2019-06-13,2019-06-23,2019-07-01,USD,25,19,116,11,2,0.075,118.52,194.3,388.6,237.04,151.56,359.46
"SO - 0003340",In-Store,WARE-XYS1001,2019-02-04,2019-06-13,2019-07-06,2019-07-15,USD,6,50,40,35,3,0.075,543.57,891.1,2673.3,1630.71,1042.59,2472.8
"SO - 0003345",Online,WARE-UHY1004,2019-02-04,2019-06-14,2019-07-10,2019-07-15,USD,13,8,208,8,8,0.05,628.73,911.2,7289.6,5029.84,2259.76,6925.12
"SO - 0003348",Online,WARE-NBV1002,2019-02-04,2019-06-14,2019-07-08,2019-07-10,USD,17,26,75,9,2,0.1,477.58,884.4,1768.8,955.16,813.64,1591.92
"SO - 0003351",In-Store,WARE-NBV1002,2019-02-04,2019-06-14,2019-06-27,2019-07-04,USD,1,14,77,29,5,0.075,804.8,958.1,4790.5,4024,766.5,4431.21
"SO - 0003363",Online,WARE-XYS1001,2019-02-04,2019-06-17,2019-06-30,2019-07-06,USD,14,12,49,27,7,0.1,509.94,864.3,6050.1,3569.58,2480.52,5445.09
"SO - 0003369",Online,WARE-NMK1003,2019-02-04,2019-06-18,2019-07-10,2019-07-11,USD,12,1,201,9,2,0.05,341.43,696.8,1393.6,682.86,710.74,1323.92
